DATA_YEAR,SUSPECTED_DRUG_TYPE_ID,PROPERTY_ID,EST_DRUG_QTY,DRUG_MEASURE_TYPE_ID,NIBRS_SUSPECTED_DRUG_ID
2019,7,122486347,57,1,13280108
2019,2,121007152,28.96,1,12954806
2019,1,121007152,15.511,1,12944518
2019,8,120999337,1,1,12950715
2019,4,122486348,,,13280109
2019,1,120999362,3,1,12950717
2019,2,120999381,1,11,12950718
2019,1,122486353,1,11,13280110
2019,17,122486356,,,13280111
2019,17,122486361,,,13280112
2019,2,121007234,1,1,12954816
2019,5,122486363,1,1,13280113
2019,17,121007252,,,12954818
2019,5,122486363,1,11,13280114
2019,16,122486370,1,11,13280115
2019,1,121007307,1,1,12954822
2019,16,122486371,30,9,13280116
2019,16,122486372,18,9,13280118
2019,17,120999548,,,12950727
2019,18,122486372,,,13280119
2019,5,120999563,1,1,12950728
2019,1,122486372,1,11,13280117
2019,4,122486373,1,11,13280120
2019,4,122486381,1,11,13280121
2019,1,122486391,,,13280122
2019,2,121009598,1,1,12950730
2019,17,122486393,,,13280123
2019,4,122486401,1,1,13280124
2019,8,122486403,3,9,13280126
2019,4,122486403,1,11,13280125
2019,5,122486409,1,9,13280127
2019,17,122486421,,,13280128
2019,4,122486463,,,13280129
2019,17,122486533,,,13280130
2019,2,122486586,,,13280131
2019,1,120981441,0.48,1,12949999
2019,16,120981459,5,9,12954069
2019,16,120986667,116,9,12950006
2019,5,120986667,182,1,12950005
2019,2,120986731,2,1,12943954
2019,8,120989914,31,9,12950012
2019,4,120981592,2,1,12943956
2019,4,120986918,0.01,1,12950027
2019,8,120986918,0.01,1,12950028
2019,4,120987297,1,1,12950070
2019,5,120990628,4.5,3,12954138
2019,1,120982109,0.55,1,12944006
2019,16,120982109,5.18,1,12944009
2019,16,120982109,5,9,12944007
2019,5,120987502,76,4,12944031
2019,4,120990936,2.5,1,12954182
2019,2,120991339,0.4,1,12954254
2019,8,120987811,216,9,12950153
2019,17,120991409,2,9,12954266
2019,1,120991409,1,9,12954265
2019,16,120981381,39,9,12949994
2019,2,120995731,2.2,1,12944301
2019,2,120994022,1,11,12954510
2019,12,121000621,2,9,12950413
2019,15,121000621,5,9,12950414
2019,8,121000639,1,9,12944334
2019,2,120996337,1,1,12950426
2019,4,120996337,1,1,12950427
2019,5,120996465,331,1,12950433
2019,8,121004612,30,9,12950442
2019,5,121004616,1,1,12954542
2019,16,121004624,9.005,9,12950444
2019,12,120996558,5.5,9,12950454
2019,15,120996558,1,9,12950455
2019,1,120996597,0.4,1,12950458
2019,4,120996637,1,9,12950462
2019,5,120997044,,,12950514
2019,16,120997064,1,9,12950517
2019,4,120997064,1,9,12950516
2019,1,121005107,0.5,1,12954606
2019,5,120997303,122,9,12950537
2019,5,120997303,429.1,1,12950538
2019,4,120997938,1,9,12950585
2019,4,121005964,1,9,12954695
2019,1,121006168,1,1,12950600
2019,15,121006168,9,9,12954713
2019,2,120998443,0.5,1,12950616
2019,5,121006479,,,12950621
2019,8,120998690,4,9,12954747
2019,8,121006631,8,9,12954750
2019,4,121006631,50,9,12954749
2019,16,120998729,1,9,12944483
2019,4,120998735,240,9,12950643
2019,2,120998735,8,1,12950642
2019,8,120981478,0.5,1,12943952
2019,8,120986835,250,9,12950019
2019,2,120987272,0.25,1,12950067
2019,8,120986599,13,1,12949997
2019,8,120987272,1,9,12950068
2019,4,120987305,0.4,1,12950072
2019,5,120990739,0.3,3,12954153
2019,4,120982293,0.4,1,12950095
2019,8,120982293,4,9,12950096
2019,1,120987540,7.15,1,12950103
2019,16,120982338,6,9,12944044
2019,1,120982338,1,11,12954185
2019,1,120987627,23.5,1,12950115
2019,4,120988138,1,1,12950180
2019,2,120988138,1,1,12944114
2019,8,120991894,1,9,12954321
2019,1,120991894,0.2,1,12944119
2019,4,120988338,1,9,12950196
2019,4,120992061,1.25,1,12954332
2019,2,120992061,0.8,1,12944140
2019,1,120992061,0.7,1,12950209
2019,4,120992073,4,9,12954335
2019,2,120992073,1,9,12954334
2019,4,120983280,0.5,1,12944162
2019,8,120983699,0.2,1,12950276
2019,8,120989250,0.2,1,12950282
2019,1,120992425,0.1,1,12954377
2019,1,120983732,1,9,12944200
2019,4,120989278,1,1,12944204
2019,1,120989278,1,11,12944203
2019,1,120989278,1,9,12944202
2019,5,120989284,223.004,1,12950287
2019,8,120984079,1,9,12944235
2019,18,120993027,,,12950332
2019,1,120993027,10,9,12950330
2019,2,120993027,1,9,12950331
2019,2,120984395,1,1,12950346
2019,16,120984430,1,1,12944253
2019,2,120984544,1,1,12954451
2019,4,120984544,2,1,12954452
2019,8,121004750,1,9,12944370
2019,4,121004827,4,9,12950478
2019,8,121005015,22,9,12954587
2019,8,121005068,2.2,1,12954601
2019,8,121001131,3,1,12944398
2019,16,120997145,5.5,9,12950525
2019,16,121005252,5,9,12954626
2019,4,120997200,1,1,12950533
2019,1,120997236,1,9,12950534
2019,1,120997375,0.1,1,12950548
2019,8,121005514,3,9,12954654
2019,8,121005650,3,9,12954673
2019,8,121005719,30,9,12950569
2019,15,121001554,10,9,12954678
2019,1,120997749,0.01,1,12944449
2019,1,120997889,1,1,12954688
2019,1,121001748,5.75,1,12950584
2019,4,121006353,1,1,12954726
2019,4,121001969,1,1,12944477
2019,8,120986503,35,9,12954055
2019,4,120986503,93,9,12954054
2019,8,120986541,1,9,12949993
2019,1,120986659,0.5,1,12950003
2019,2,120989875,4,1,12954073
2019,8,120981544,1.5,1,12954076
2019,8,120986870,16,1,12950024
2019,4,120986951,0.5,1,12950032
2019,16,120986951,1,9,12950033
2019,1,120981734,1,1,12954095
2019,2,120982036,6.9,1,12943992
2019,5,120982036,11.7,3,12943993
2019,2,120990541,2.8,1,12954121
2019,2,120987278,1,11,12954128
2019,5,120987278,1,11,12954129
2019,4,120982084,2,1,12944000
2019,5,120990749,30,9,12954155
2019,4,120990770,4,1,12944014
2019,8,120982193,9,9,12950083
2019,16,120982193,522,1,12950084
2019,8,120982289,1,11,12944030
2019,4,120982289,3,9,12954173
2019,2,120987578,0.7,1,12950106
2019,8,120987578,1,9,12950107
2019,4,120982403,,,12954209
2019,8,120982424,1,11,12944056
2019,4,120991713,1,3,12954312
2019,2,120991713,2,3,12954311
2019,4,120988094,2,1,12950177
2019,2,120988094,1,1,12954317
2019,1,120991915,0.1,1,12954323
2019,16,120988375,11,9,12944129
2019,4,120988375,3,1,12944128
2019,4,120988472,0.25,3,12950204
2019,16,120988475,2,9,12950205
2019,4,120988623,2.175,1,12950222
2019,2,120988623,0.8,1,12950221
2019,4,120983270,4.375,1,12944159
2019,2,120983270,1,1,12944158
2019,3,120992124,4,9,12954341
2019,5,120992124,3,9,12944167
2019,5,120992124,0.027,3,12954342
2019,16,120983310,20,9,12944168
2019,4,120983385,18,1,12954346
2019,4,120988859,2.9,1,12950252
2019,5,120983695,1,9,12944190
2019,5,120983695,9.04,3,12944191
2019,16,120983695,3,9,12944192
2019,5,120983708,8,3,12944194
2019,12,120983708,3,1,12944195
2019,2,120983708,13,1,12954373
2019,4,120989254,15,1,12950284
2019,1,120983801,0.1,1,12944213
2019,16,120989413,6,9,12950298
2019,1,120989413,0.24,1,12950296
2019,4,120989413,1.48,1,12950297
2019,8,120992540,67,9,12954392
2019,2,120992540,42.009,1,12944222
2019,5,120992540,151.6,1,12944223
2019,8,120994649,2.6,1,12954413
2019,1,120994733,1.009,1,12950320
2019,5,120994754,1.186,3,12954417
2019,4,120992906,3,9,12954418
2019,2,120994914,3,9,12954427
2019,4,120994914,24,9,12950328
2019,16,120993020,1,3,12954429
2019,8,120993020,1,3,12950329
2019,4,120984296,58,9,12954433
2019,2,120984296,12,9,12954432
2019,5,120993117,1,4,12954435
2019,15,120995025,2,3,12954437
2019,16,120995025,4,3,12954438
2019,5,120995220,2,3,12954453
2019,4,120995352,1,9,12954472
2019,2,120995401,1,9,12950366
2019,1,120995494,1,9,12944285
2019,4,120995522,20,9,12950373
2019,17,120993744,26,9,12954489
2019,5,120993744,464.8,1,12954488
2019,4,121000003,1,11,12944297
2019,4,121000016,2,9,12950379
2019,5,121000021,80,5,12950381
2019,5,121000021,1365,1,12950380
2019,12,120993828,0.5,1,12954498
2019,8,120996454,17,1,12944354
2019,4,120996468,1,1,12950437
2019,16,121000831,2,9,12950440
2019,4,120996550,2,9,12950451
2019,8,121000852,2,1,12950452
2019,8,120996845,1,9,12944387
2019,2,120996845,1.003,1,12944386
2019,11,120996858,1,9,12950491
2019,1,120996858,1,9,12950490
2019,2,120996866,1.003,1,12950492
2019,1,120996875,7.9,1,12954579
2019,1,120997014,1.2,1,12950507
2019,1,121005078,0.5,1,12950515
2019,16,121001174,5,9,12950524
2019,4,120997189,1,9,12950532
2019,12,120997497,2.3,1,12950553
2019,2,120997497,7.5,1,12950552
2019,5,121006085,1,3,12954706
2019,11,121001832,7,9,12950597
2019,15,120998159,1,9,12950601
2019,4,121006217,0.01,1,12954718
2019,8,121006217,4,9,12954719
2019,4,121006292,0.3,1,12954725
2019,1,121006543,1,9,12950624
2019,8,120998705,9,9,12950639
2019,17,120990807,4,9,12944021
2019,2,120987438,0,1,12954160
2019,4,120990984,1,2,12954187
2019,8,120982406,11,9,12954213
2019,4,120991153,1,9,12954222
2019,1,120991192,9,1,12944060
2019,8,120982479,1,11,12954238
2019,2,120987778,1,1,12950145
2019,8,120991789,3.8,1,12944111
2019,1,120991789,0.4,1,12950176
2019,4,120992034,10,9,12954329
2019,1,120988619,1,9,12950219
2019,1,120988634,1,9,12950225
2019,4,120983287,5,9,12950236
2019,4,120988714,81.5,1,12950241
2019,1,120988714,1.6,1,12950240
2019,4,120993820,1,1,12954497
2019,4,120995652,2,9,12950383
2019,5,120995673,0.5,1,12950387
2019,16,121000233,2,9,12950397
2019,12,121000233,7,9,12944309
2019,1,120996789,0.5,1,12944379
2019,4,121000998,2.4,9,12944380
2019,2,120996912,2.5,1,12944393
2019,7,120997034,16.56,1,12954602
2019,8,120997034,80.5,9,12950511
2019,8,120997039,4,9,12954603
2019,6,120997039,13,9,12950512
2019,8,120997039,1,1,12950513
2019,8,121005379,63,9,12954643
2019,8,120997338,1,9,12954649
2019,11,121005562,1,9,12954657
2019,5,121001460,38.6,1,12944431
2019,4,120986469,1,9,12943936
2019,1,120989684,5.5,1,12949983
2019,4,120989684,10,9,12949984
2019,8,120989684,1,9,12949985
2019,1,120995443,3,9,12950369
2019,2,120995463,6.004,1,12944278
2019,4,120995463,0,1,12944279
2019,4,120995489,0.25,1,12950371
2019,4,120993751,17,9,12954491
2019,8,120995604,100,1,12954495
2019,8,121000432,9.5,9,12954517
2019,15,121000432,72,9,12954518
2019,5,120996294,1,3,12950422
2019,16,121000741,79,9,12954528
2019,5,121000783,6,3,12944350
2019,8,121004749,11,9,12944368
2019,15,121004749,6,9,12944369
2019,5,120996876,7,9,12950493
2019,12,121001078,1,11,12944394
2019,1,121004997,0.08,1,12954583
2019,16,120996967,14,9,12950503
2019,1,121005053,0.7,1,12954599
2019,8,120997335,15.005,1,12950540
2019,8,120997335,1,9,12944422
2019,13,120999076,3,9,12944492
2019,8,120999105,1,9,12944505
2019,2,120999105,1,1,12944504
2019,16,120991420,9,9,12954267
2019,2,120987867,1,1,12944089
2019,8,120991434,2,9,12954270
2019,4,120987867,1,1,12944090
2019,8,120991710,3,1,12944104
2019,12,120991710,1,1,12954310
2019,4,120988064,,,12944110
2019,16,120988294,1,11,12950193
2019,17,120992059,,,12954331
2019,1,120988617,0.5,1,12950218
2019,2,120988656,1,11,12950231
2019,16,120988673,1,1,12950237
2019,4,120992121,12,9,12954338
2019,4,120983325,1,9,12944170
2019,10,120983352,,,12944171
2019,4,120992325,1,9,12944186
2019,4,120992400,0.33,1,12954370
2019,4,120983698,16,9,12944193
2019,1,120992434,0.5,1,12954378
2019,4,120989281,,,12954380
2019,1,121005654,2,9,12954674
2019,2,120997577,1,11,12944439
2019,8,121001676,7,1,12950581
2019,1,121006216,1,9,12954717
2019,4,120998422,1.043,1,12954737
2019,1,120998422,0.065,1,12954736
2019,4,121006505,0.4,1,12944476
2019,1,121006593,0.2,1,12954743
2019,5,119022361,6.016,1,12265722
2019,4,119029704,1.77,1,12265730
2019,1,119029704,12.82,1,12265729
2019,15,119029704,5.7,9,12265731
2019,8,119022422,32,9,12265734
2019,5,119022422,30,1,12265733
2019,5,119022432,10,1,12275735
2019,4,119029754,701,9,12270829
2019,5,119022451,90,3,12270830
2019,8,119029761,37,9,12275743
2019,5,119022895,14,3,12265765
2019,2,119022895,5,1,12275777
2019,2,119030260,2.8,1,12275781
2019,8,119023208,51,9,12275796
2019,2,119023208,15.8,1,12275795
2019,1,119030511,3,9,12275799
2019,8,119030580,4,9,12275810
2019,7,119018360,15,9,12265817
2019,1,121001238,1,1,12944412
2019,4,121001379,3,9,12954647
2019,2,121001492,0.5,1,12950555
2019,16,121005626,2,9,12954667
2019,2,120997526,1,9,12954668
2019,8,121001557,1,9,12954680
2019,4,120997781,,,12950579
2019,2,121001669,3,1,12944451
2019,16,120997836,6,9,12950582
2019,16,121001782,8,1,12944462
2019,16,121006161,1,9,12954710
2019,4,120998430,0,1,12950615
2019,4,121001990,1,11,12950626
2019,2,121002014,0.1,1,12944479
2019,1,121002014,0.2,1,12950633
2019,8,120998685,4,1,12944481
2019,1,120998727,5,1,12950641
2019,4,121006959,1.3,1,12950693
2019,12,121002082,1,9,12950694
2019,16,121007089,2,1,12954798
2019,5,121007089,1,1,12954797
2019,2,121007089,1,1,12954796
2019,7,121007097,1,1,12954801
2019,5,121007097,2,9,12954800
2019,1,121002232,1,1,12944515
2019,8,121002294,1,9,12944519
2019,16,121002294,1,9,12944520
2019,5,121002297,1,9,12944521
2019,7,121002314,19,1,12944523
2019,1,121002322,1,1,12944525
2019,5,119029253,2,9,12270804
2019,4,119022098,30,1,12275705
2019,5,119022214,1,3,12265713
2019,13,119029490,,,12275718
2019,5,119029507,2,9,12275720
2019,1,119022313,0.5,1,12265716
2019,1,119029675,5.7,1,12275728
2019,2,119022396,1,9,12270827
2019,1,119022396,1,9,12270826
2019,16,119018014,2,9,12275738
2019,1,119022628,1,9,12265751
2019,16,121002322,1,1,12944526
2019,12,119022688,14,9,12265756
2019,10,119022711,0.3,1,12265758
2019,16,119022711,15.6,1,12265759
2019,5,119022757,178,1,12275764
2019,15,119030147,7,9,12275773
2019,16,119030147,1,1,12275774
2019,16,119030240,1,9,12275780
2019,5,119023087,16.15,4,12265769
2019,8,119023341,0.003,1,12265788
2019,15,119030555,11,1,12265789
2019,4,119023365,1,11,12265790
2019,5,119023384,108,1,12265793
2019,2,119030615,2.21,1,12265794
2019,17,120999369,,,12944527
2019,16,121002326,,,12944528
2019,14,121002329,1,1,12944529
2019,8,119023609,5.25,1,12265826
2019,12,119023609,2,1,12265827
2019,1,119030909,1,1,12265829
2019,4,119030909,1,1,12275846
2019,16,119029256,1,9,12275690
2019,8,119023887,1,1,12265848
2019,8,119023943,2.901,1,12265854
2019,1,119023962,60,1,12265856
2019,8,117960321,2,9,11898842
2019,2,117960415,25,1,11908675
2019,17,117965887,1,1,11898851
2019,4,117965887,1,1,11908677
2019,8,117966004,30,9,11898863
2019,8,117960629,3,9,11903453
2019,4,117960875,0.4,1,11908710
2019,16,117960875,8,9,11908711
2019,4,117961076,1,11,11908725
2019,15,117966283,1,9,11903469
2019,4,117961116,1,11,11903471
2019,1,117966287,3.002,1,11903472
2019,1,117961155,0.26,1,11908742
2019,2,117961273,0.8,1,11908760
2019,8,117961277,1,9,11898907
2019,16,117961324,9,9,11908769
2019,8,117961324,0.3,1,11908768
2019,2,117961339,1,4,11908772
2019,16,117961865,2,9,11908815
2019,2,117961982,0.2,1,11908829
2019,4,117961982,0.025,1,11908830
2019,7,117961982,2,9,11908831
2019,2,117961985,0.2,1,11908833
2019,1,117961990,1,9,11903544
2019,4,117962055,2,9,11908844
2019,2,117966881,0.026,1,11898976
2019,1,117962100,0.03,1,11908856
2019,4,117962100,0.195,1,11908857
2019,4,117962132,1,9,11908867
2019,10,117966959,0.4,1,11899002
2019,2,117967028,24,9,11899007
2019,4,117970349,1,1,11903592
2019,1,117970349,2,1,11903591
2019,8,117967330,4,9,11899041
2019,4,117970374,1,1,11903594
2019,2,117962786,0.17,3,11899045
2019,2,117962939,1,1,11908955
2019,16,117970504,1,9,11903612
2019,4,117967522,2,9,11899062
2019,8,117963256,4,9,11908976
2019,5,117970850,,,11903636
2019,2,117967770,2,9,11899070
2019,8,117963420,3,9,11908981
2019,12,117963545,1,11,11908988
2019,8,117971100,1,9,11908996
2019,12,117963896,1,1,11909003
2019,16,117972258,61,9,11909069
2019,1,117975265,1,1,11909091
2019,8,117975353,,,11909100
2019,8,117972529,2.5,1,11909106
2019,1,117972529,9.003,1,11903740
2019,4,119029314,3,9,12275709
2019,2,119029341,3.8,1,12265699
2019,4,119029341,55,9,12275710
2019,2,119022622,3,9,12265750
2019,2,119022705,1,9,12265757
2019,5,119023118,2.8,3,12265772
2019,12,119023118,7.8,1,12265773
2019,16,119023181,200,9,12275791
2019,12,119023603,1,11,12275840
2019,8,119023606,2,5,12265825
2019,7,119023690,,,12265832
2019,1,119018537,2,1,12270871
2019,1,119023821,1,9,12265840
2019,4,119023821,1,9,12265841
2019,1,119023826,1,11,12265842
2019,4,119017868,11,9,12265704
2019,1,119029548,7.4,1,12265715
2019,5,119022434,,,12265738
2019,4,119029928,15,9,12275760
2019,5,119022675,2.006,1,12265755
2019,8,119018246,8,1,12265775
2019,4,119023469,1,9,12265803
2019,16,119030711,1,9,12265811
2019,5,119018495,1,3,12265835
2019,4,119022080,60,9,12265683
2019,1,119029275,1,11,12275699
2019,4,119022097,12,9,12265693
2019,16,119022097,90,9,12265694
2019,8,119022235,12,9,12275721
2019,16,119022235,1,9,12275722
2019,2,119030233,0.77,1,12265767
2019,4,119030233,5,9,12275779
2019,8,119023733,1,11,12270869
2019,4,119023733,1,11,12265837
2019,16,119023733,1,11,12265838
2019,5,117965699,150,1,11898839
2019,8,117960437,46,9,11903439
2019,17,117965688,2,9,11908663
2019,16,117965688,9,9,11908662
2019,5,117960595,,,11908685
2019,5,117960859,3,7,11908708
2019,8,117961083,20,9,11908726
2019,8,117961110,2,9,11908732
2019,8,117966292,13,9,11908737
2019,7,117961167,1,9,11908743
2019,8,117961198,5,1,11908747
2019,4,117949543,2.65,1,11903479
2019,8,117961225,1,11,11908750
2019,8,117966368,75,9,11898899
2019,16,117961237,6,9,11908753
2019,1,117966423,0.2,1,11903496
2019,4,117961307,0.2,1,11903497
2019,4,117966434,,,11898909
2019,5,117961901,1,3,11908816
2019,4,117961993,0.125,1,11908836
2019,4,117966852,6,9,11898969
2019,8,117966852,1,9,11898970
2019,4,117962061,20,9,11908845
2019,8,117962069,4,9,11908846
2019,2,117962089,0.5,1,11908853
2019,1,117962089,0.5,1,11908852
2019,4,117962108,4,9,11903547
2019,1,117970007,15.2,1,11899001
2019,2,117970007,172,1,11903552
2019,5,117962398,1,9,11908888
2019,2,117962398,2,1,11908887
2019,5,117970232,,,11903576
2019,1,117962577,1,11,11908904
2019,4,117962652,1,11,11908919
2019,18,117962652,,,11908920
2019,1,117962652,1,9,11908918
2019,4,117962706,1.25,1,11908929
2019,8,117967416,1,9,11899055
2019,5,117963058,1,1,11903614
2019,5,117963558,3,9,11903643
2019,4,117963639,1,1,11903647
2019,5,117963656,2,3,11908995
2019,5,117963874,1,3,11909001
2019,2,117964045,6,1,11903656
2019,8,117972643,1,1,11909112
2019,12,117972643,1,9,11899144
2019,8,117972660,,,11903759
2019,8,117975572,9.004,1,11909118
2019,1,117975882,2,1,11909154
2019,8,117979726,1,9,11899189
2019,16,117979831,113,9,11899199
2019,4,117979831,1,1,11909159
2019,2,117975964,1,1,11909160
2019,4,117980003,3,1,11899212
2019,4,117973337,1,9,11903829
2019,8,117960713,4,9,11898875
2019,8,117966284,,,11898888
2019,5,117949304,677,9,11903452
2019,8,117966288,1.6,1,11908734
2019,8,117961257,1,9,11898906
2019,8,117961283,4.62,1,11908763
2019,5,117969606,29,9,11903498
2019,2,117961344,95,1,11908774
2019,8,117961344,83.009,1,11908775
2019,16,117961537,,,11908804
2019,2,117961728,1.5,1,11903534
2019,4,117961728,4,9,11903535
2019,2,117961923,1,9,11908818
2019,1,117962548,0.3,1,11908899
2019,4,117962551,0.125,1,11903575
2019,4,117970258,1,9,11903581
2019,4,117962643,2.002,1,11908914
2019,17,117962643,1,9,11908915
2019,4,117962673,1,11,11908926
2019,16,117962673,1,11,11908927
2019,4,117970438,1,11,11903603
2019,2,117970672,1,1,11908972
2019,11,117970760,1.5,1,11903630
2019,12,117970760,3,9,11903631
2019,17,117970760,1.4,1,11899068
2019,4,117967694,1,9,11903634
2019,4,117967793,1,11,11899072
2019,4,117963514,2,1,11908987
2019,4,117963628,45.3,1,11903646
2019,4,117967909,20,1,11899076
2019,4,117971095,28.008,1,11903649
2019,2,117971095,11.001,1,11903648
2019,1,117963872,1,1,11908999
2019,17,117963872,7,9,11909000
2019,4,117964091,2,1,11899084
2019,2,117964091,1,1,11909011
2019,12,117971709,1,9,11903685
2019,8,117974589,24,9,11909047
2019,8,117974655,1,7,11909050
2019,8,117972086,20,9,11903701
2019,2,117968713,0.5,1,11899109
2019,8,117975017,2,9,11903705
2019,7,117975084,0.5,1,11909067
2019,2,117975130,0.9,1,11899113
2019,1,117975130,0.7,1,11909072
2019,11,117969124,13,9,11903745
2019,2,117960330,5,1,11908669
2019,16,117960330,4,1,11908670
2019,16,117969124,1,9,11899134
2019,1,117975267,1,1,11903730
2019,15,117975267,5,1,11909092
2019,5,117969124,11,9,11903744
2019,2,117969135,1,1,11903746
2019,8,117975559,3,9,11903763
2019,7,117975559,4,1,11903762
2019,4,117972811,1.4,1,11903783
2019,4,117975648,98,9,11909129
2019,4,117969542,2,9,11909141
2019,4,117973086,1,11,11903812
2019,16,117975877,1.5,9,11909153
2019,18,117973142,,,11899192
2019,8,117973142,10.8,1,11899191
2019,17,117973142,23.5,1,11909156
2019,16,117976109,35,1,11899218
2019,5,117965849,1,7,11898848
2019,2,117960715,1,9,11908695
2019,2,117949489,16.002,1,11903470
2019,4,117969579,0.3,1,11908755
2019,8,117969579,1,9,11903493
2019,8,117961278,6,1,11908761
2019,8,117961289,1.3,1,11908765
2019,4,117961326,1,9,11908770
2019,4,117966468,0.5,1,11898915
2019,8,117969646,3.4,1,11903507
2019,4,117966494,4,9,11908785
2019,2,117966494,2,9,11898919
2019,4,117961938,0.038,1,11898955
2019,2,117969922,1,9,11908822
2019,4,117969922,1,9,11908823
2019,10,117969956,1,9,11908848
2019,4,117962101,2.25,1,11908858
2019,2,117966887,17,9,11898977
2019,4,117962111,2.25,1,11898984
2019,1,117962111,7,1,11898983
2019,4,117966899,8.5,1,11898985
2019,4,117966909,1,9,11898992
2019,2,117966968,0.7,1,11899003
2019,4,117970044,2,9,11908878
2019,2,117970074,1,11,11908884
2019,4,117962370,8,9,11899013
2019,2,117967102,0.66,1,11899019
2019,12,117967102,0.14,1,11899020
2019,5,117962431,1,1,11908892
2019,4,117970280,8.53,1,11903585
2019,2,117962638,1,9,11908912
2019,2,117962745,1,9,11908931
2019,4,117962745,1,11,11908932
2019,4,117962815,5,9,11908940
2019,8,117970422,1.5,1,11903600
2019,4,117969215,1,11,11903757
2019,2,117972739,0,1,11903768
2019,1,117969449,0.6,1,11899161
2019,1,117975758,2.5,1,11909143
2019,1,117979630,0.7,1,11909150
2019,2,117975955,1,9,11899197
2019,2,117976029,15.17,1,11909164
2019,4,117975092,3.3,1,11903710
2019,8,117975092,5,9,11903711
2019,2,117972276,1,11,11899115
2019,18,117975277,,,11909094
2019,8,117975277,1,9,11909093
2019,4,117975277,1,9,11899126
2019,4,117975300,1,9,11903732
2019,2,117973358,1,9,11903834
2019,1,117980120,1,11,11903852
2019,2,117963389,1,1,11899071
2019,7,117965609,2,1,11898827
2019,4,117963383,1,9,11908980
2019,8,117964434,27,1,11909036
2019,8,117971635,11,1,11903671
2019,2,117971635,2.5,1,11903670
2019,5,117975181,5,9,11909083
2019,1,117967060,1,1,11899014
2019,4,117970077,10,9,11903561
2019,8,117962381,34,9,11899016
2019,8,117980118,1,9,11903850
2019,4,117980143,0.35,1,11899230
2019,2,117980160,3.5,1,11903859
2019,16,117960279,1,11,11903435
2019,8,117965998,15,9,11898861
2019,4,117960883,2,9,11898880
2019,4,117960927,1,1,11903462
2019,16,117960927,1,1,11908718
2019,4,117949442,12.5,1,11903466
2019,4,117961847,51,9,11898948
2019,8,117967153,1,9,11899025
2019,1,117970377,10,1,11908936
2019,4,117970377,20,9,11908937
2019,4,117967397,1,1,11899054
2019,1,117967397,1,1,11899053
2019,2,117970449,9,9,11908956
2019,4,117970449,6,9,11908957
2019,2,117970467,1,1,11903606
2019,4,117968244,45.3,1,11909028
2019,2,117972101,12.8,1,11903702
2019,4,117972101,1.5,1,11903703
2019,8,117965659,55,9,11903432
2019,8,117966115,0.9,1,11908689
2019,16,117966204,32,9,11898879
2019,8,117961099,1,9,11908729
2019,2,117961219,2.5,1,11908749
2019,8,117961384,2.8,1,11908779
2019,8,117961398,0.1,1,11908782
2019,5,117961507,2,1,11908797
2019,2,117961519,0.1,1,11908800
2019,1,117961519,1,1,11908799
2019,8,117969813,58,9,11903529
2019,1,117961916,1,9,11898954
2019,8,117961967,3,9,11908824
2019,2,117961989,0.2,1,11908834
2019,4,117961989,0.125,1,11908835
2019,4,117961997,0.2,1,11908837
2019,2,117962165,4.55,1,11898999
2019,4,117970500,,,11903611
2019,1,117963037,1,1,11908967
2019,5,117970633,42,1,11903617
2019,2,117970670,8,9,11903626
2019,4,117970670,45,9,11903627
2019,4,117967644,8,1,11899067
2019,8,117963831,1,11,11908997
2019,8,117964118,4.5,9,11909013
2019,2,117964288,1,11,11909027
2019,2,117971535,1,1,11903660
2019,17,117971547,1,11,11903661
2019,1,117964491,12,9,11909040
2019,1,117971730,1,9,11903686
2019,8,117964541,5,1,11909043
2019,4,117974585,0.5,1,11909046
2019,1,117974631,4,9,11909049
2019,2,117971925,0.5,1,11909052
2019,8,117974791,6.005,9,11909056
2019,2,117975190,2,1,11909084
2019,8,117975190,3,9,11909086
2019,5,117975190,2.4,1,11909085
2019,5,117968874,3,1,11899121
2019,8,117968874,6,1,11899122
2019,12,117968902,2,1,11899125
2019,16,117968990,1,1,11903734
2019,2,117968990,1,1,11903733
2019,1,117968990,1,1,11909099
2019,4,117980092,3.5,1,11903846
2019,1,117980092,2,1,11903845
2019,4,117980187,2,9,11899237
2019,1,117980202,0.9,1,11899238
2019,4,117949131,0.5,1,11903436
2019,16,117965811,0.9,2,11898846
2019,4,117961095,1,1,11908728
2019,16,117961126,1,9,11898890
2019,4,117961242,22,9,11898904
2019,8,117966384,7,9,11898905
2019,8,117966444,2,9,11903500
2019,4,117969616,1.1,1,11898911
2019,2,117961458,23,1,11908790
2019,16,117961458,30,1,11908791
2019,5,117969707,3.73,1,11903513
2019,1,117961643,0.7,1,11908809
2019,4,117961669,2,1,11898944
2019,16,117961706,10,9,11903533
2019,4,117962452,5,9,11903570
2019,4,117967265,1,9,11899032
2019,2,117962659,8,1,11908921
2019,4,117962659,10,9,11908922
2019,16,117962659,5,9,11908923
2019,4,117962687,25,1,11908928
2019,4,117970346,0.35,1,11903590
2019,1,117970346,0.05,1,11908930
2019,9,117970388,1,11,11903595
2019,1,117962799,17,1,11899046
2019,2,117962799,6,1,11899047
2019,2,117962821,200,1,11908942
2019,2,117970411,1,11,11903598
2019,4,117962878,9,9,11908946
2019,18,117963173,,,11903625
2019,4,117963173,1,9,11903624
2019,1,117963173,41,1,11903623
2019,4,117970877,17.5,1,11903637
2019,8,117970877,4,9,11903638
